,Round,Pick,Overall,Team,Player,Position,Year,overall_pick,pick_points
7716,6.0,27.0,2013-178,LAK,Zachary Leslie,D,2013,178,-146
7717,6.0,28.0,2013-179,PIT,Blaine Byron,F,2013,179,-147
7718,6.0,29.0,2013-180,BOS,Anton Blidh,F,2013,180,-148
7719,6.0,30.0,2013-181,CHI,Anthony Louis,F,2013,181,-149
7720,6.0,1.0,2012-152,CBJ,Daniel Zaar,F,2012,152,-120
7721,6.0,2.0,2012-153,EDM,John McCarron,F,2012,153,-121
7722,6.0,3.0,2012-154,MTL,Erik Nystrom,F,2012,154,-122
7723,6.0,4.0,2012-155,NYI,Jesse Graham,D,2012,155,-123
7724,6.0,5.0,2012-156,TOR,Connor Brown,F,2012,156,-124
7725,6.0,6.0,2012-157,TOR,Ryan Rupert,F,2012,157,-125
7726,6.0,7.0,2012-158,MIN,Christoph Bertschy,F,2012,158,-126
7727,6.0,8.0,2012-159,CAR,Collin Olson,G,2012,159,-127
7728,6.0,9.0,2012-160,WPG,Ryan Olsen,F,2012,160,-128
7729,6.0,10.0,2012-161,TBL,Jake Dotchin,D,2012,161,-129
7730,6.0,11.0,2012-162,COL,Joseph Blandisi,C/RW,2012,162,-130
7731,6.0,12.0,2012-163,BUF,Linus Ullmark,G,2012,163,-131
7732,6.0,13.0,2012-164,NSH,Simon Fernholm,D,2012,164,-132
7733,6.0,14.0,2012-165,CGY,Coda Gordon,F,2012,165,-133
7734,6.0,15.0,2012-166,OTT,Francois Brassard,G,2012,166,-134
7735,6.0,16.0,2012-167,WSH,Riley Barber,F,2012,167,-135
7736,6.0,17.0,2012-168,SJS,Clifford Watson,D,2012,168,-136
7737,6.0,18.0,2012-169,CHI,Vinnie Hinostroza,F,2012,169,-137
7738,6.0,19.0,2012-170,DET,James de Haas,D,2012,170,-138
7739,6.0,20.0,2012-171,LAK,Tomas Hyka,F,2012,171,-139
7740,6.0,21.0,2012-172,NSH,Max Gortz,F,2012,172,-140
7741,6.0,22.0,2012-173,PIT,Anton Zlobin,F,2012,173,-141
7742,6.0,23.0,2012-174,FLA,Francis Beauvillier,C/LW,2012,174,-142
7743,6.0,24.0,2012-175,BOS,Matt Benning,D,2012,175,-143
7744,6.0,25.0,2012-176,STL,Petteri Lindbohm,D,2012,176,-144
7745,6.0,26.0,2012-177,VAN,Wesley Myron,F,2012,177,-145
7746,6.0,27.0,2012-178,PHX,Samuel Fejes,F,2012,178,-146
7747,6.0,28.0,2012-179,NSH,Marek Mazanec,G,2012,179,-147
7748,6.0,29.0,2012-180,NJD,Artur Gavrus,C/LW,2012,180,-148
7749,6.0,30.0,2012-181,LAK,Paul LaDue,D,2012,181,-149
7750,6.0,1.0,2011-151,TOR,David Broll,F,2011,151,-119
7751,6.0,2.0,2011-152,COL,Gabriel Beaupre,D,2011,152,-120
7752,6.0,3.0,2011-153,FLA,Edward Wittchow,D,2011,153,-121
7753,6.0,4.0,2011-154,PHX,Andrew Fritsch,F,2011,154,-122
7754,6.0,5.0,2011-155,OTT,Darren Kramer,F,2011,155,-123
7755,6.0,6.0,2011-156,WPG,Jason Kasdorf,G,2011,156,-124
7756,6.0,7.0,2011-157,CBJ,Lukas Sedlak,F,2011,157,-125
7757,6.0,8.0,2011-158,NJD,Reece Scarlett,D,2011,158,-126
7758,6.0,9.0,2011-159,ANA,Josh Manson,D,2011,159,-127
7759,6.0,10.0,2011-160,MIN,Steve Michalek,G,2011,160,-128
7760,6.0,11.0,2011-161,STL,Ryan Tesink,F,2011,161,-129
7761,6.0,12.0,2011-162,CAR,Matt Mahalak,G,2011,162,-130
7762,6.0,13.0,2011-163,CGY,Laurent Brossoit,G,2011,163,-131
7763,6.0,14.0,2011-164,DAL,Matej Stransky,F,2011,164,-132
7764,6.0,15.0,2011-165,SJS,Daniil Sobchenko,F,2011,165,-133
7765,6.0,16.0,2011-166,BUF,Nathan Lieuwen,G,2011,166,-134
7766,6.0,17.0,2011-167,MTL,Daniel Pribyl,F,2011,167,-135
7767,6.0,18.0,2011-168,CHI,Sam Jardine,D,2011,168,-136
7768,6.0,19.0,2011-169,NSH,Chase Balisy,F,2011,169,-137
7769,6.0,20.0,2011-170,OTT,Max McCormick,F,2011,170,-138
7770,6.0,21.0,2011-171,NYR,Peter Ceresnak,D,2011,171,-139
7771,6.0,22.0,2011-172,TOR,Dennis Robertson,D,2011,172,-140
7772,6.0,23.0,2011-173,PIT,Josh Archibald,LW/RW,2011,173,-141
7773,6.0,24.0,2011-174,DET,Richard Nedomlel,D,2011,174,-142
7774,6.0,25.0,2011-175,PHI,Petr Placek,F,2011,175,-143
7775,6.0,26.0,2011-176,WSH,Travis Boyd,F,2011,176,-144
7776,6.0,27.0,2011-177,TBL,Adam Wilcox,G,2011,177,-145
7777,6.0,28.0,2011-178,SJS,Dylan DeMelo,D,2011,178,-146
7778,6.0,29.0,2011-179,VAN,Pathrik Westerholm,F,2011,179,-147
7779,6.0,30.0,2011-180,BOS,Lars Volden,G,2011,180,-148
7780,6.0,1.0,2010-151,CHI,Mirko Hoefflin,F,2010,151,-119
7781,6.0,2.0,2010-152,PIT,Joe Rogalski,D,2010,152,-120
7782,6.0,3.0,2010-153,FLA,Corey Durocher,F,2010,153,-121
